poem_style,poem_text,poem_title,poet_cat,poet_name,poem_generate_text,score
فصحى, تبا لتغلب ان تساق نساءهم سوق الاماء الي المواسم عطلا لحقت اواءل خيلنا سرعانهم حتي اسرن علي الحبي مهلهلا انا مهلهل ما تطيش رماحنا ايام تنقف في يديك الحنظلا ولت حماتك,تباً لتغلب أن تساق نساؤهم ,العصر الجاهلي,زهير بن جَناب الكلبي, تبا لتغلب ان تساق نساءهم سوق الاماء الي المواسم عطلا لحقت اواءل خيلنا سرعانهم حتي اسرن علي الحبي مهلهلا انا مهلهل ما تطيش رماحنا ايام تنقف في يديك الحنظلا ولت حماتك الغر,0.968
فصحى,العام السادس عشر ,العام السادس عشر ,مصر,أحمد عبدالمعطي حجازي,العام السادس عشر يءن في زحمة السءال وفي زورة الملاءك المحزونة ماذا يفعل الرجل الذي لم يات من هناك ولم يصل الي,0.0
فصحى, يا ايها السيد الذي طهرت به من المنكرات بغداذ ومن غدا وهو لخباءث تر اك ولطيبات اخاذ مبارك في يديه لمال اه لاك ولهالكين انقاذ اعوذ من عسرتي بيسرك وال احرار,يا أيها السيد الذي طَهُرت ,العصر العباسي,ابن الرومي, يا ايها السيد الذي طهرت به من المنكرات بغداذ ومن غدا وهو لخباءث تر اك ولطيبات اخاذ مبارك في يديه لمال اه لاك ولهالكين انقاذ اعوذ من عسرتي بيسرك وال احرار لا,0.968
فصحى, و ان يرجع النعمان نفرح ونبتهج ويات معدا ملكها وربيعها ويرجع الي غسان ملك وسءد و تلك المني لو انا نستطيعها وان يهلك النعمان تعر مطيه و يلق الي جنب الفناء,و إنْ يرجعِ النعمانُ نفرحْ ونبتهجْ ، ,العصر الجاهلي,النابغة الذبياني, و ان يرجع النعمان نفرح ونبتهج ويات معدا ملكها وربيعها ويرجع الي غسان ملك وسءد و تلك المني لو انا نستطيعها وان يهلك النعمان تعر مطيه و يلق الي جنب الفناء مق,0.968
فصحى,لا شيء في كفي لاحمله فلا تحرج اقانيمي ,خطاب حضاري ,فلسطين,سلمان فراج,لا شيء في كفي لاحمله فلا تحرج اقانيمي اريحيني يا ابنة الحسن احذني واري كيف شءت واحمل هذا الدفتر لا,0.347
فصحى, التذ بالجرح لياتيني صوتك بالطيب فيشفيني فطمت عيني فلا تفطمي سمعي فهمس منك يكفيني غنيت لحب ولا جنحة بعض الهوي من عبق الدين فيا عفافا رتلت بوحه مءذنة الروح اجيبيني ما,رضيت بالحال التي بيننا ,العراق,يحيى السماوي, التذ بالجرح لياتيني صوتك بالطيب فيشفيني فطمت عيني فلا تفطمي سمعي فهمس منك يكفيني غنيت لحب ولا جنحة بعض الهوي من عبق الدين فيا عفافا رتلت بوحه مءذنة الروح اجيبيني ما كان,0.968
فصحى,اسمي جسمي المفتوح لشمس اسميه الغد الاتي واكتبه علي قيثارة العرس تفاجءك الزنابق في محاجرها انشطار الحلم بين الجفن والسكين دخول الاه في الشريان والشريان مذبوح تعد اصابع الاطفال تغرق في تشابها,إلى شهداء صبرا وشاتيلا ,لبنان,طلعت سقيرق,اسمي جسمي المفتوح لشمس اسميه الغد الاتي واكتبه علي قيثارة العرس تفاجءك الزنابق في محاجرها انشطار الحلم بين الجفن والسكين دخول الاه في الشريان والشريان مذبوح تعد اصابع الاطفال تغرق في تشابها ما,0.968
فصحى, اءمل في حبه شربة من الحوض تجمع امنا وريا اذا ما وردنا غدا حوضه فادني السعيد وذاد الشقيا متي يدن مولاه منه يقل رد الحوض واشرب هنيا مريا وان يدن منه,اؤمل في حبه شربة ,العصر العباسي,السيد الحميري, اءمل في حبه شربة من الحوض تجمع امنا وريا اذا ما وردنا غدا حوضه فادني السعيد وذاد الشقيا متي يدن مولاه منه يقل رد الحوض واشرب هنيا مريا وان يدن منه تقول,0.968
فصحى, لقد ظلم القمري اذ ناح باكيا وليس له من مثل ما ذقته ذوق فها انا ذو شوق ولا طوق لي به وها هو ذو طوق وليس له شوق,لقد ظَلَم القمريُّ إذ نـاحَ باكيـاً ,العصر العباسي,الباخرزي, لقد ظلم القمري اذ ناح باكيا وليس له من مثل ما ذقته ذوق فها انا ذو شوق ولا طوق لي به وها هو ذو طوق وليس له شوق فان,0.965
فصحى, عذل العواذل حول قلبي التاءه وهوي الاحبة منه في سوداءه يشكو الملام الي الواءم حره ويصد حين يلمن عن برحاءه وبمهجتي يا عاذلي الملك الذي اسخطت اعذل منك في ارضاءه ان,عذل العواذل حول قلبي التائه ,العصر العباسي,المتنبي, عذل العواذل حول قلبي التاءه وهوي الاحبة منه في سوداءه يشكو الملام الي الواءم حره ويصد حين يلمن عن برحاءه وبمهجتي يا عاذلي الملك الذي اسخطت اعذل منك في ارضاءه ان الامير,0.968
فصحى, قف علي ايمن الحمي كوقوفي وتامل بطرفك المطروف فالكل انت وانت هو والهو غدا فلكا لشمسك كسفت بالظهور شمسي فما كا نت صلاتي الا صلاة الكسوف فالي متي تبقي كذا يا,قف على أيمن الحمى كوقوفي ,سوريا,عبد الغني النابلسي, قف علي ايمن الحمي كوقوفي وتامل بطرفك المطروف فالكل انت وانت هو والهو غدا فلكا لشمسك كسفت بالظهور شمسي فما كا نت صلاتي الا صلاة الكسوف فالي متي تبقي كذا يا صاحبي,0.968
فصحى,- فصل اول - ,هكذا قلتُ لها كلَّ شيء ,العراق,عدنان الصائغ,- فصل اول - يالاءمة من غير ترة ولا حرج واذن اهل البيت في كل حجة لها منهم فضل علي الخلق والامر اتانا رسول,0.098
فصحى, وتطل كالحسناء من شرفاتها والهام يشمخ عاليا بالغار ظلت تغازل عاشقيها فاكتوت في لحظة - حمقي - بلفحة نار حتي استحالت كالرماد فجمعت اشلاءها وتجملت بالعار,روما ,الجزائر,عزالدين مهيوبي, وتطل كالحسناء من شرفاتها والهام يشمخ عاليا بالغار ظلت تغازل عاشقيها فاكتوت في لحظة - حمقي - بلفحة نار حتي استحالت كالرماد فجمعت اشلاءها وتجملت بالعار قالت,0.962
فصحى, هذي المفاخر في تباينها مجموعة لم يحوها قصر في كل موقع لحظة عجب يصطاد منه الذة الفكر تحف من الفن الرفيع يري في كل ناحية بها سحر فيها افانين الرواءع من,هذي المفاخر في تباينها ,لبنان,جبران خليل جبران, هذي المفاخر في تباينها مجموعة لم يحوها قصر في كل موقع لحظة عجب يصطاد منه الذة الفكر تحف من الفن الرفيع يري في كل ناحية بها سحر فيها افانين الرواءع من سني,0.968
فصحى, يا دار مية بالجرعاء حياك صوب الحيا الراءح الغادي واحياك ولا اغبك من دمعي سواجمه ان كان يرضيك ريا مدمعي الباكي سقيا ورعيا لايام قضيت بها عيش الشبيبة في اكناف مرعاك,يا دارَ ميَّة بالجرعاءِ حيَّاك ,السعودية,ابن معصوم المدني, يا دار مية بالجرعاء حياك صوب الحيا الراءح الغادي واحياك ولا اغبك من دمعي سواجمه ان كان يرضيك ريا مدمعي الباكي سقيا ورعيا لايام قضيت بها عيش الشبيبة في اكناف مرعاك و,0.968
فصحى, وبلدة فيها زور صعراء تخطي في صعر مرت اذا الذءب اقتفر بها من القوم الاثر كان له من الجزر كل جنين ما اشتكر ولا تعلاه شعر ميت النسا حي الشفر عسفتها,وبـلـدة ٍ فـيـهـا زَوَرْ، ,العصر العباسي,أبو نواس, وبلدة فيها زور صعراء تخطي في صعر مرت اذا الذءب اقتفر بها من القوم الاثر كان له من الجزر كل جنين ما اشتكر ولا تعلاه شعر ميت النسا حي الشفر عسفتها ف,0.968
فصحى, مواساة شعرية بعد ان اعلن المكتب الصحافي في البيت الابيض وفاة كلبة الرءيس الامريكي الراحلة ,الكلبة الراحلة ,السعودية,عبدالرحمن العشماوي, مواساة شعرية بعد ان اعلن المكتب الصحافي في البيت الابيض وفاة كلبة الرءيس الامريكي الراحلة مهيار و صلاح الدين ابو العلاء مات صديق الشاعر عبد,0.591
فصحى, احس كان الدهر عمري واني اخو مغرق الارضين بالفيضان اقلب طرفي في السماء كطرفه وارصد ما راعاه قبل زماني كلانا علي بعد المسافة بينا تلاقي علي الحاظه القمران واقرا في صحف,أحس كأن الدهر عمري وأنني ,مصر,إبراهيم عبد القادر المازني, احس كان الدهر عمري واني اخو مغرق الارضين بالفيضان اقلب طرفي في السماء كطرفه وارصد ما راعاه قبل زماني كلانا علي بعد المسافة بينا تلاقي علي الحاظه القمران واقرا في صحف الزمان,0.968
فصحى, بوركتم يا اهل ذاك المنزل,بوركتمُ  يا  أهل  ذاك المنزلِ ,عمان,ابن شيخان السالمي, بوركتم يا اهل ذاك المنزل الرفيع الشان حتي غدت في كل ارض معرسا بين الخدور النضرات يءمون من طيبة او مكة والمقام والبيت الحرام,0.186
فصحى, لي حيلة في من ينم وليس في الكذاب حيله من كان يحلف ما يقو ل فحيلتي فيه قليله,لي حيلة ٌ في من ينمُّ ,العصر العباسي,بشار بن برد, لي حيلة في من ينم وليس في الكذاب حيله من كان يحلف ما يقو ل فحيلتي فيه قليله لا تعجل بي فلست,0.813
فصحى, قد ارتدي ذيل الظلام الاشيب والصبح مثل الماء تحت الطحلب باجرد ملء الحزام سلهب مختبر كالبطل المجرب مثقل الكف باز اشهب منتصب القامة سامي المكنب غليظ خط الجءجء المنكب ذي عنق,قد ارتدى ذَيلَ الظّلامِ الأشيَبِ، ,العصر الأندلسي,صفي الدين الحلي, قد ارتدي ذيل الظلام الاشيب والصبح مثل الماء تحت الطحلب باجرد ملء الحزام سلهب مختبر كالبطل المجرب مثقل الكف باز اشهب منتصب القامة سامي المكنب غليظ خط الجءجء المنكب ذي عنق ريان,0.968
فصحى, لاشكرن اهتماما منك يذكرني في البعد حتي كاني مصقب الدار بعدت عنه فما انكرت خلته مع التناءي وكم انكرت من جار,لأشكرن اهتماماً منك يذكرني ,العصر العباسي,أسامة بن منقذ, لاشكرن اهتماما منك يذكرني في البعد حتي كاني مصقب الدار بعدت عنه فما انكرت خلته مع التناءي وكم انكرت من جارتين,0.951
فصحى, و صافي الولا والجسم مقتبل الرضا عرين قد امنت بيني وبينه توثق شخصي في العناق بشخصه فما تدخل الاثواب بيني وبينه,و صافي الولا والجسم مقتبل الرضا ,العصر الأندلسي,ابن نباتة المصري, و صافي الولا والجسم مقتبل الرضا عرين قد امنت بيني وبينه توثق شخصي في العناق بشخصه فما تدخل الاثواب بيني وبينه ولا يدخل الاحشاء,0.872
فصحى, واني بريء من اخي وانتسابه الي اذا الفيت في طبعه بخلا فان لم تكن بالطبع نفسي كريمة وان كرم الاباء لم اره فضلا,وإنِّي بريءٌ من أَخي وانتسابِهِ ,العصر العباسي,ديك الجن, واني بريء من اخي وانتسابه الي اذا الفيت في طبعه بخلا فان لم تكن بالطبع نفسي كريمة وان كرم الاباء لم اره فضلا علي غيرتي فلم ا,0.849
فصحى, ضارب في الخيال ملق عنانه ملك الوحي قلبه و لسانه مستفيض الجمال ازهر كالور د اذا اكل الندي افنانه عاش بين الانام نضو غرام لم ينفض من الصبا من طيلسانه ملا,الفنّ الجميل ,مصر,علي محمود طه, ضارب في الخيال ملق عنانه ملك الوحي قلبه و لسانه مستفيض الجمال ازهر كالور د اذا اكل الندي افنانه عاش بين الانام نضو غرام لم ينفض من الصبا من طيلسانه ملا الكون,0.968
فصحى, لابسات الشنوف و الاطواق جد منهن في الحشا ما الاقي بعد عهد لهن اخلفه ده ر حريص علي اذي العشاق ويح عيني و قد تقرح جفن اها وخدي اما لها اليوم,لابسات الشنوف ,سوريا,إبراهيم الأسود, لابسات الشنوف و الاطواق جد منهن في الحشا ما الاقي بعد عهد لهن اخلفه ده ر حريص علي اذي العشاق ويح عيني و قد تقرح جفن اها وخدي اما لها اليوم من,0.968
فصحى,لاسعد اليمني اغنيتي وما رسم الصغار علي الجدار له الطيور الخضر في الورق المقوي والقصاءد والقلاءد والندي وله الصدي والهمس والنغم المرد في الطريق له المدي ,نشيد أسعد اليمني ,اليمن,عبدالحكيم الفقيه,لاسعد اليمني اغنيتي وما رسم الصغار علي الجدار له الطيور الخضر في الورق المقوي والقصاءد والقلاءد والندي وله الصدي والهمس والنغم المرد في الطريق له المدي �,0.961
فصحى, ا,"أ""حارثَ"" علِّلني وإنْ كنتُ مسهَبا ",العصر العباسي,بشار بن برد, اكياب النقا حتام من لي ان اراك بدمعتي لو انها تهمي اذا ما انتضي وانك في جنح ليل الهوي اسهر,0.0
فصحى,ميلادك الورد ياشامية العبق يا دفقة الضوء من قارورة الشفق ميلادك الصفحة البيضاء المسها لكي يرف حمام العشق في الورق ها انها سنة اخري قد انهمرت غيثا يطمءن فينا سنبل القلق غيثا,تنويعة في ميلادها  ,العراق,عمر محمود عناز,ميلادك الورد ياشامية العبق يا دفقة الضوء من قارورة الشفق ميلادك الصفحة البيضاء المسها لكي يرف حمام العشق في الورق ها انها سنة اخري قد انهمرت غيثا يطمءن فينا سنبل القلق غيثا و,0.968
فصحى, كذا يهجم القدر الغالب و لا يمنع الباب والحاجب تغلغل يصدع شمل العلي كما ذعذع الابل الخارب وقد كان سد ثنايا العدو فمن اين اوضع ذا الراكب و هابت جوانبه الناءبات,كذا يهجم القدر الغالب ,العصر العباسي,الشريف الرضي, كذا يهجم القدر الغالب و لا يمنع الباب والحاجب تغلغل يصدع شمل العلي كما ذعذع الابل الخارب وقد كان سد ثنايا العدو فمن اين اوضع ذا الراكب و هابت جوانبه الناءبات فج,0.968
فصحى, يشم نداماي الرياحين بينهم وذكرك ريحاني اذا دارت الكاس ولو كان يلقي الناس من لاعج الهوي عشير الذي القي اذا هلك الناس,يَشُمّ نَدامايَ الرّياحِينَ بَينَهُمْ ,العصر العباسي,أبو الفضل بن الأحنف, يشم نداماي الرياحين بينهم وذكرك ريحاني اذا دارت الكاس ولو كان يلقي الناس من لاعج الهوي عشير الذي القي اذا هلك الناس لا,0.955
فصحى, اما والشفاه العس والاعين النعس لقد جبلت طبعا علي حبها نفسي يءنبني الوام فيها سفاهة ولا وحشتي لاءمين ولا انسي يقولون قد غاليت في عشقك الدمي وهل مشتر لحسن بالثمن البخس,أما والشفاه اللعس والأعين النعس ,السعودية,ابن معصوم المدني, اما والشفاه العس والاعين النعس لقد جبلت طبعا علي حبها نفسي يءنبني الوام فيها سفاهة ولا وحشتي لاءمين ولا انسي يقولون قد غاليت في عشقك الدمي وهل مشتر لحسن بالثمن البخس واني,0.968
فصحى, طرقتنا ذات البنان الاحم حبذا النوم لخيال الملم وحديث نمي اليها فلم تر قب بيانا وباطل القول ينمي لو سقتني سما لقلت دعوها لا يضر الحوار وطاة ام,طَرَقَتْنا ذاتُ البَنَانِ الأَحَمِّ ,العصر العباسي,بشار بن برد, طرقتنا ذات البنان الاحم حبذا النوم لخيال الملم وحديث نمي اليها فلم تر قب بيانا وباطل القول ينمي لو سقتني سما لقلت دعوها لا يضر الحوار وطاة ام لها,0.965
فصحى, قرانك يا ارما يقارنه السعد به صفت الايام وابتسم المجد نشات علي حب المعالي صغيرة فكم فاخر الصرح المعلي بك المهد لانت فتاة كرم اله وجها فليس لما تسديه من نعم,قرانك يا ارما يقارنه السعد ,لبنان,ابراهيم الأسود, قرانك يا ارما يقارنه السعد به صفت الايام وابتسم المجد نشات علي حب المعالي صغيرة فكم فاخر الصرح المعلي بك المهد لانت فتاة كرم اله وجها فليس لما تسديه من نعم ولا,0.968
فصحى,بعيدا عنك في جيكور عن بيتي و اطفالي تشد مخالب الصوان و الاسفلت و الضجر علي قلبي تمزق ما تبقي فيه من وتر يدندن يا سكون اليل يا انشودة المطر تشد مخالب,سفر أيوب ( 3)  ,العراق,بدر شاكر السياب,بعيدا عنك في جيكور عن بيتي و اطفالي تشد مخالب الصوان و الاسفلت و الضجر علي قلبي تمزق ما تبقي فيه من وتر يدندن يا سكون اليل يا انشودة المطر تشد مخالب الظلام,0.968
فصحى, تسد اذا حم الحمام المذاهب ويعي البرايا فوت ماله طالب و انت وما في الخلق منك معوض لهم عوض من كل ما هو ذاهب اري غير الايام تلعب بالوري فلا زلت,تسدُّ إذا حمَّ الحمامُ المذاهبُ ,العصر العباسي,ابن حيوس, تسد اذا حم الحمام المذاهب ويعي البرايا فوت ماله طالب و انت وما في الخلق منك معوض لهم عوض من كل ما هو ذاهب اري غير الايام تلعب بالوري فلا زلت عن,0.968
فصحى, هو البر في بحر وان سكن البرا اذا هو جاء الخير لم يعدم الشرا وهل تظفر الدنيا علي بمنة وما ساء فيها النفس اضعاف ما سرا يلاقي حليف العيش ما هو,هو البَرُّ في بحرٍ، وإن سكَنَ البَرّا، ,العصر العباسي,أبوالعلاء المعري, هو البر في بحر وان سكن البرا اذا هو جاء الخير لم يعدم الشرا وهل تظفر الدنيا علي بمنة وما ساء فيها النفس اضعاف ما سرا يلاقي حليف العيش ما هو ,0.968
فصحى, ياوي الي حسب مثل السها شرفا لكن ذاك خفي وهو مشهور كانه السيف في الهيجاء منصلتا لو كان لسيف في الهيجاء تدبير,يأوي إلى حسبٍ مثلِ السها شرفاً ,العصر الأندلسي,ابن سهل الأندلسي, ياوي الي حسب مثل السها شرفا لكن ذاك خفي وهو مشهور كانه السيف في الهيجاء منصلتا لو كان لسيف في الهيجاء تدبير اذا,0.955
فصحى, الحمد له موصولا كما وجبا فهو الذي برداء العزة احتجبا الباطن الظاهر الحق الذي عجزت عنه المدارك لما امعنت طلبا علا عن الوصف من لا شيء يدركه وجل عن سب من,الحمدُ لله مَوْصُولا كما وجبا ,العصر الأندلسي,لسان الدين الخطيب, الحمد له موصولا كما وجبا فهو الذي برداء العزة احتجبا الباطن الظاهر الحق الذي عجزت عنه المدارك لما امعنت طلبا علا عن الوصف من لا شيء يدركه وجل عن سب من لم,0.968
فصحى,كنت اعدو في غابة الوز لما قال عني اماه اني حلوه وعلي سالفي غفا زر ورد وقميصي تفلت منه عروه قال ما قال فالقميص جحيم فوق صدري والثوب يقطر نشوه قال لي,حِكَاية ,سوريا,نزار قباني,كنت اعدو في غابة الوز لما قال عني اماه اني حلوه وعلي سالفي غفا زر ورد وقميصي تفلت منه عروه قال ما قال فالقميص جحيم فوق صدري والثوب يقطر نشوه قال لي انا,0.968
فصحى, وغانية لما راتني اعولت وقالت عجيب يا زهير عجيب رات شعرات لحن بيضا بمفرقي وغصني من ماء الشباب رطيب لقد انكرت مني مشيبا علي صبا وقالت مشيب قلت ذاك مشيب وما,وغانية ٍ لما رأتنيَ أعولتْ ,العصر العباسي,بهاء الدين زهير, وغانية لما راتني اعولت وقالت عجيب يا زهير عجيب رات شعرات لحن بيضا بمفرقي وغصني من ماء الشباب رطيب لقد انكرت مني مشيبا علي صبا وقالت مشيب قلت ذاك مشيب وما هو,0.968
فصحى, من اين لي يا ,الهدهد السادس ,اليمن,عبدالله البردوني, من اين لي يا ملهم الشعر و هل في الهوي من رحمة لو لم يكن شعري سمت بها زمنا لالمح فوق البسيطة ندي الثري ما,0.135
فصحى, لولا ادكارك تل راهط والحمي ما سح جفنك بالدموع ولا همي اني اتجهت رايت روضا محدقا بشفا غدير كالمجرة والسما ياهل ودي بالشام تحية من نازح لم يبق فيه سوي ذما,لولا ادّكارُكَ تلَّ راهطَ والحِمى ,العصر العباسي,ابن عنين, لولا ادكارك تل راهط والحمي ما سح جفنك بالدموع ولا همي اني اتجهت رايت روضا محدقا بشفا غدير كالمجرة والسما ياهل ودي بالشام تحية من نازح لم يبق فيه سوي ذما لو,0.968
فصحى, روح مرفرفة وجسم مجهد وعوارض تهفو لما يبدي الغد كشف الغطاءفشف عما تحته درب به زلق واخر موصد ومسير ايام بغير تزود والحاديان تعثر وترد مالي اسير وراء لمعة بارق لمعت,أسئلة ,السعودية,حبيب بن معلا المطيري, روح مرفرفة وجسم مجهد وعوارض تهفو لما يبدي الغد كشف الغطاءفشف عما تحته درب به زلق واخر موصد ومسير ايام بغير تزود والحاديان تعثر وترد مالي اسير وراء لمعة بارق لمعتاد,0.967
فصحى,تعال اريك رءي واريك الرايات تعال اريك الايات اريك الوطن الطين الطمي الصلصال تعال تعال يدي في الفضة هاءمة اخذت فمشت الازرق في خطوات الريش يشب ادخل فدخلت الازرق بالريش الفضي وكان,ت - مرآة التأسيس ,البحرين,قاسم حداد,تعال اريك رءي واريك الرايات تعال اريك الايات اريك الوطن الطين الطمي الصلصال تعال تعال يدي في الفضة هاءمة اخذت فمشت الازرق في خطوات الريش يشب ادخل فدخلت الازرق بالريش الفضي وكان الماء,0.968
فصحى, حمدا لمن جعل الاجازة سلما يرث المجاز بنيلها نسبا سما وصلاته وسلامه ابدا علي خير الوري متعلما ومعلما ولاله وجميع امته الرضي لا سيما علماءهم لا سيما هذا وان الفاضل ابن,حمداً لمن جعل الإجازةَ سُلَّمَا  ,تونس,إبراهيم بن عبد القادر الرِّيَاحي, حمدا لمن جعل الاجازة سلما يرث المجاز بنيلها نسبا سما وصلاته وسلامه ابدا علي خير الوري متعلما ومعلما ولاله وجميع امته الرضي لا سيما علماءهم لا سيما هذا وان الفاضل ابن التقي,0.968
فصحى, اذا لم ارو صارمي من دم العدي ويصبح من افرنده الدم يقطر فلا كحلت اجفان عيني بالكري ولا جاءني من طيف عبلة مخبر اذا ما راني الغرب ذل لهيبتي وما زال,إذا لم أُروِّ صارمي من دمِ العِدى ,العصر الجاهلي,عنترة  بن شداد, اذا لم ارو صارمي من دم العدي ويصبح من افرنده الدم يقطر فلا كحلت اجفان عيني بالكري ولا جاءني من طيف عبلة مخبر اذا ما راني الغرب ذل لهيبتي وما زال ض,0.968
فصحى, ضعيتكم قد اشبهت ليلتي مخوفة مسودة كالحه كلاهما في وصفه واحد ما اشبه اليلة بالبارحه,ضعيتكم قد أشبهت ليلتي ,العصر الأندلسي,ابن نباتة المصري, ضعيتكم قد اشبهت ليلتي مخوفة مسودة كالحه كلاهما في وصفه واحد ما اشبه اليلة بالبارحه واها لذي يبغي زيارتكم وقد,0.743
فصحى, يا موحش الاخوان عش مستانسا ومصاحب التوفيق والتسديد ان ينصرم حبل العيان تباعدا فالذكر متصل بحبل وريدي لم ادر كيف فراق جسم روحه حتي وقفت اودع الجارودي,يا موحش الإخوان عش مستأنساً ,العصر العباسي,الخُبز أَرزي, يا موحش الاخوان عش مستانسا ومصاحب التوفيق والتسديد ان ينصرم حبل العيان تباعدا فالذكر متصل بحبل وريدي لم ادر كيف فراق جسم روحه حتي وقفت اودع الجارودي ام,0.964
فصحى, قالت رايتك تستجدي يد الكسل تنام ملتحفا بالهم والوجل ان راودتك المني يوما لتصحبها جرعتها غص التسويف والمل فقلت تلك دعايات ملفقة انت التي شوهت من سيرتي مثلي تركتها ونيوب الكيد,البسمات الصفر ,السعودية,أحمد سالم باعطب, قالت رايتك تستجدي يد الكسل تنام ملتحفا بالهم والوجل ان راودتك المني يوما لتصحبها جرعتها غص التسويف والمل فقلت تلك دعايات ملفقة انت التي شوهت من سيرتي مثلي تركتها ونيوب الكيد في,0.968
فصحى,ما اغمضت عيناي الا علي حلم يسير الموت في سيره ينام في الظلمة مستغرقا ويطلع الشمس علي غيره,الشمس ,سوريا,أدونيس,ما اغمضت عيناي الا علي حلم يسير الموت في سيره ينام في الظلمة مستغرقا ويطلع الشمس علي غيره حتي اذا ما سءلت نفسي هل,0.733
فصحى, مضي الامس والدنيا ستمضي سريعة فليس لايام الحياة بقاء مضي الامس لم اعرفك الا رواية لها من تهاويل الرياء طلاء انت حبيبي انت طالت شكايتي وطال غرام ياءس وعناء تسافر من,مضى الأمسُ والدنيا ستمضى سريعةً ,مصر,زكي مبارك, مضي الامس والدنيا ستمضي سريعة فليس لايام الحياة بقاء مضي الامس لم اعرفك الا رواية لها من تهاويل الرياء طلاء انت حبيبي انت طالت شكايتي وطال غرام ياءس وعناء تسافر من غير,0.968
فصحى, تجري علي احسابهم والعود ينبت في لحاءه,تَجْرِي على أحْسَابِهِمْ ,العصر العباسي,بشار بن برد, تجري علي احسابهم والعود ينبت في لحاءه ما قد زرعنا من حكمته ومن حكمة اله التي لم تكن تاتي ولا تذر يا قبر اكرم خلق,0.262
فصحى,اوراق الشجر الخضراء وبقايا مطر الصحراء قصة ليلي والمجنون قصة عنترة العبسي شعر نزار والالقاء عجزوا عن وصفك سيدتي وتخلت عنك الاسماء يا سيدة الحب الخالد يا ايقونة كل مساء كل الدنيا,على قيدِ الغرامًْ  ,الأردن,رائد محمد الحموز,اوراق الشجر الخضراء وبقايا مطر الصحراء قصة ليلي والمجنون قصة عنترة العبسي شعر نزار والالقاء عجزوا عن وصفك سيدتي وتخلت عنك الاسماء يا سيدة الحب الخالد يا ايقونة كل مساء كل الدنيا امراة,0.968
فصحى,السقف ينزف فوق راسي والجدار يءن من هول المطر وانا غريق بين احزاني تطاردني الشوارع لازقة لحفر في الوجه اطياف من الماضي وفي العينين نامت كل اشباح السهر والثوب يفضحني وحول يدي,أحزان ليلة ممطرة ,مصر,فاروق جويدة,السقف ينزف فوق راسي والجدار يءن من هول المطر وانا غريق بين احزاني تطاردني الشوارع لازقة لحفر في الوجه اطياف من الماضي وفي العينين نامت كل اشباح السهر والثوب يفضحني وحول يدي وجهي,0.968
فصحى, صاح قل هل تري فوق اوج الذري بارقا قد سري ما وراء الحدود تلك نار الخلود ضل عنها الانام واستحبوا الظلام فهي تدعو النيام اقبلوا يا رقود نحو سعد السعود تلك,صاحِ قل هل ترى ,سوريا,نسيب عريضة, صاح قل هل تري فوق اوج الذري بارقا قد سري ما وراء الحدود تلك نار الخلود ضل عنها الانام واستحبوا الظلام فهي تدعو النيام اقبلوا يا رقود نحو سعد السعود تلك حرب,0.968
فصحى, سلوا الركب ان وافي من الغور نحوكم يخبركم عن لوعتي ورسيسي حديثا به ابقيت في الركب نشوة وقد اسكرتهم خمرتي وكءوسي فلا تبعثوا لي في النسيم تحية فيرتاب من طيب النسيم,سَلوا الرّكبَ إن وَافى من الغوْرِ نحوكم ,العصر العباسي,بهاء الدين زهير, سلوا الركب ان وافي من الغور نحوكم يخبركم عن لوعتي ورسيسي حديثا به ابقيت في الركب نشوة وقد اسكرتهم خمرتي وكءوسي فلا تبعثوا لي في النسيم تحية فيرتاب من طيب النسيم بنشر,0.968
فصحى, لبني البرمكي قصر منيف وجمال وليس فيهم حنيف دارهم مسجد يءذن فيها لاتقاء وليس فيها كنيف فاذا اذنوا لوقت صلاة كروا لا اله الا الرغيف,لبني البـرمـكـيّ قـصـرٌ مُنيـفُ، ,العصر العباسي,أبو نواس, لبني البرمكي قصر منيف وجمال وليس فيهم حنيف دارهم مسجد يءذن فيها لاتقاء وليس فيها كنيف فاذا اذنوا لوقت صلاة كروا لا اله الا الرغيف واذا,0.961
فصحى,قابلته بحصون الشوق معتصما وبسمة لونت خديه لو علما افدي الشموس التي تفدي الخدود التي تفدي البريق الذي يفدي الذي ابتسما يا قلب كم حيرتني عندما سالت ان لم تزل في ضلوعي,القلبُ إذا تَلَكَّأ ,العراق,سامي العامري,قابلته بحصون الشوق معتصما وبسمة لونت خديه لو علما افدي الشموس التي تفدي الخدود التي تفدي البريق الذي يفدي الذي ابتسما يا قلب كم حيرتني عندما سالت ان لم تزل في ضلوعي غ,0.968
فصحى, ادبرا علي الكاس ليس لها ترك و يا لاءمي لي فتنتي ولك النسك دعوني ونفسي وبارك اله فيكم اما لاسير الغي من لومكم فك اذا لم يكن لرشد والنصح قابلا فسخطكم,أدبرا عليّ الكأسَ ليسَ لها تركُ ، ,العصر العباسي,ابن المعتز, ادبرا علي الكاس ليس لها ترك و يا لاءمي لي فتنتي ولك النسك دعوني ونفسي وبارك اله فيكم اما لاسير الغي من لومكم فك اذا لم يكن لرشد والنصح قابلا فسخطكم عند,0.968
